,title,overview,genres
1878,Silenced,Two boys in school fighting turns into an international incident. A bully supposedly picking on the refugee. Tommy Roberson seeks the truth as a journalist about what really caused the incident. Turns out things are not as they seem. Persecuted for telling the truth Tommy is being dragged through the mud. Threats on the non refugee boy and his family due to lies told and failure of other 'journalist' not fact checking; they had to flee their home. Mr. Roberson being jailed and sued for exercising his right to free speech.,Documentary
1879,Chaos: The Manson Murders,"In August 1969, Charles Manson's followers killed seven people on his orders. Why? Explore a conspiracy of mind control, CIA experiments, and murder.","Documentary ,Crime"
1880,Dana Gould: Perfectly Normal,Legendary comedian Dana Gould presents a hilarious hour of stand-up covering topics ranging from marriage to Halloween to anal beads and their impact on the US economy. You're welcome.,Comedy
1881,The Omro Heist,A bank robbery goes wrong in a once quiet Wisconsin small town. The locals must stand up to take down an evil gunman who will kill anyone that gets in his way.,"Action ,Crime"
1882,Sponsor,"A movie about sisters who use their bodies to survive. To support her family, Jasmine becomes a sugar baby to a businessman. She regrets her choice as she learns that that it would put her and her sister's life in danger.",Drama
1883,Choran Nal Yarian,"Manmeet, a carefree young man living with his sister Rani's family, juggles family duties and his budding romance with Sam's teacher, Mehak. His world turns chaotic when he suspects his brother-in-law, Bikram, of having an affair with his secretary, Hina. Determined to protect his sisters marriage, Manmeet gets involved in a series of misunderstandings that strain his relationships.",Comedy
1884,Invincible Swordsman,"Linghu Chong, a swordsman longing to leave the martial arts world, is drawn back into the clash between good and evil. On his journey, he unexpectedly crosses paths with Dongfang Bubai, the enigmatic leader of the Demonic Sect, leading to an unpredictable and tumultuous adventure through the martial arts realm.","Drama ,Action"
1885,The Alabama Solution,Incarcerated men defy the odds to expose a cover-up in one of America’s deadliest prison systems.,Documentary
1886,The Bayou,"Vacation turns disaster when Houston grad Kyle and her friends survive a plane crash in the desolate Louisiana everglades, only to discover there's something way more dangerous lurking in the shallows.","Thriller ,Horror ,Action"
1887,Demon City,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.","Action ,Crime ,Fantasy ,Thriller"
1888,Mumu,"Deaf Xiao Ma and his daughter Mumu rely on each other for companionship. The little ""big sister"" Mumu serves as the family's pillar—bridging communication between her father and the outside world, helping him secure work and earn a living. However, as Mumu grows older, she must integrate into the hearing world, and their inseparable life is about to be disrupted. Just then, a criminal syndicate that specifically preys on the deaf sets its sights on Xiao Ma. Desperate to protect his daughter, he is gradually lured step by step into the abyss of crime...","Drama ,Family"
1889,National Theatre Live: Dr. Strangelove,"Seven-time BAFTA Award-winner Steve Coogan plays four roles in the world premiere stage adaptation of Stanley Kubrick’s comedy masterpiece Dr. Strangelove.  This explosively funny satire, about a rogue U.S General who triggers a nuclear attack. Based on the motion picture directed by Stanley Kubrick, screenplay by Stanley Kubrick, Terry Southern and Peter George, based on the book 'Red Alert' by Peter George.","Comedy ,War"
1890,Don't Die: The Man Who Wants to Live Forever,"In this documentary, wealthy entrepreneur Bryan Johnson puts his body and fortune on the line to defy aging and extend his life beyond all known limits.",Documentary
1891,"No Hamburg, No Beatles","“We were born in Liverpool but grew up in Hamburg”, John Lennon once said. This feature documentary seeks to find the truth in those words. The long and winding road that the Beatles took to worldwide fame passed through Hamburg, Germany in the early 1960s. Only a couple of years before they became household names, the former Quarrymen were cutting their musical teeth on nightclub stages in the city. Hamburg had become the vice capital of Europe after World War Two, its neon-lit streets home to sailors, sex workers, drug dealers, gangs and low life. Meanwhile, the English band was still developing, still young and virtually unknown. By the time of their last German visit in 1966, the Beatles were an international phenomenon. 'No Hamburg, No Beatles' explains how learning their trade in this fascinating city helped propel them to global stardom.","Documentary ,Music"
1892,Second Victims,"During a hectic shift in the neurological department, skilled doctor Alexandra takes on extra responsibility. But a misjudgment ends in tragedy.",Drama
1893,Nocturnal,"A young man's car crashes into a stray dog ​​on a side road, causing the night patrol to become suspicious and search the car. Something is found in the trunk of the car that changes the fate of several people...",Drama
1894,Consequência,,"Crime ,Drama"
1895,譚詠麟 谭咏麟 愛的根源現場錄音 2008,,
1896,My Super Heroine,"In the early days of the Republic, legendary martial artist Ye Ruzhou suffers a severe injury, losing her memory and winding up in the impoverished alley of Minfu Lane. By a twist of fate, she crosses paths with the carefree Chen Awang, and the two fall for each other. When local tyrant Zheng Juehou intensifies his hold over the neighborhood, Ye Ruzhou rises to defend her new community. Her actions, however, draw unforeseen danger, and together with Chen Awang, she faces the challenge to protect Minfu Lane’s hard-won peace.","Action ,Comedy ,Romance"
1897,ZUTOMAYO 本格中華喫茶・愛のペガサス ~羅武の香辛龍~,"During the two-day period of May 4-5, 2024, ZUTOMAYO (ずっと真夜中でいいのに。) held their ""Authentic Chinese Teahouse · Pegasus of Love ~Robu's Spicy Dragon~"" themed performances at Yokohama's K Arena, presenting special concerts that mobilized their largest-ever audience of 20,000 people.","Music ,Documentary"
1898,How to Forget You,"The story of a young composer who lost his lover and encounters grief care, which casually provides support to people in a state of","Drama ,Thriller"
1899,Puang Bos,"The Pinisi Shipbuilding Family is facing conflict! The sole heir, Dewa Rucci, refuses to continue his father Puang Sinar's shipbuilding business and instead enjoys riding motorcycles with his friends. Meanwhile, the wood from the Na'nasa tree, used as raw material for Pinisi ships, is in crisis. When Dewa Rucci unexpectedly reunites with Pertiwi, his unresolved first love, Puang Sinar, with the help of Yudis and Puang Hari, comes up with ideas to keep the shipbuilding business running smoothly. Moreover, Pertiwi is the heir to the largest Na'nasa tree land in all of Bulukumba.","Drama ,Comedy"
1900,Buy Now! The Shopping Conspiracy,This subversive documentary unpacks the tricks brands use to keep their customers consuming — and the real impact they have on our lives and the world.,Documentary
1901,Shiver Me Timbers,"In Northern California during the summer of 1986, Olive Oyl, along with her cinema- obsessed friends and brother Castor, embark on a once-in-a-lifetime camping trip to witness the dazzling meteor shower accompanying the arrival of Halley's comet. But what starts as a serene evening of stargazing quickly turns into a harrowing nightmare when a meteor from the comet transforms Popeye, into a terrifying and unstoppable killing machine.","Horror ,Comedy"
1902,Home Alone. The Magnificent Five,"Stefania discovers her talent as an actress. In parallel with filming, she runs a popular blog. It especially attracts the attention of several young fans - Aleks, who dreams of becoming a star, the withdrawn excellent student Masha, the technical genius Tima and the enterprising Vanya. When one of the filming days, the main character of the film in which Stefania is filming - Gennadiy the pony - is kidnapped, and the stunt cowboys lose sight of the kidnappers, the girl decides to take matters into her own hands and turns to her subscribers for help. Now Masha, Tima, Aleks and Vanya have to team up to find the pony and finish filming the New Year's hit.",Comedy
